time exit schedule
00054941
00075559
00071321
00058213
00049204
00070942
00060059
00056199
00076063
00049413
00047713
00048663
00059140
00059374
00057164
00057775
00081159
00084389
00119674
00059505
00064369
00058290
00067944
00063431
00061987
00059344
00076803
00048173
00067884
00067073
00050285
00060509
00076134
00081149
00069309
00091659
00060289
00060638
00049132
00061714
00069061
00109355
00073579
00069649
00128282
00105249
00039119
00060055
00101234
00061614
00050299
00095538
00125498
00060151
00054144
00056174
00064969
00064191
00086864
00069630
00076669
00078519
00263162
00123149
00108543
00062075
00052165
00045765
00047234
00064964
00046844
00087415
00059175
00060364
00062169
00059555
00053638
00060190
00060330
00049750
00085379
00056754
00081127
00058085
00063189
00059094
00054670
00059010
00048169
00051720
00062084
00056784
00059989
00050645
00013925
00087219
00050814
00049905
00063351
00058715
00068945
00048324
00087619
00044945
00057520
00059184
00055678
00064494
00057849
00056974
00055351
00061145
00074547
00056884
00056438
00117513
00079579
00096764
00157708
00076503
00425877
00096129
00060924
00056864
00069244
00096799
00058186
00125845
00064784
00077305
00081403
00058465
00050241
00067024
00055829
00058468
00053979
00080309
00059349
00069429
00055420
00053609
00053180
00062320
00060345
00056644
00059269
00056635
00044004
00087658
00048395
00045584
00045464
00060829
00088440
00055025
00059925
00057946
00048416
00046094
00055730
00057824
00060674
00061650
00064089
00071859
00116444
00082964
00167767
00060859
00290657
00047554
00100848
00059268
00101338
00086474
00092259
00076419
00058919
00051319
00091009
00052045
00049395
00057900
00064484
00059005
00051894
00053276
00059444
00045484
00061584
00056131
00049830
00053860
00049500
00012750
00067510
00063701
00060605
00089387
00057769
00055669
00056919
00056321
00085045
00048284
00058884
00060954
00058245
00092199
00059494
00050359
00083424
00054299
00045809
00055064
00075979
00070514
00084784
00240272
00056091
00067725
00064774
00061694
00096874
00063180
00060188
00063779
00059639
00093319
00057594
00054419
00059294
00056450
00060514
00085689
00053894
00059404
00054015
00058655
00052710
00054485
00091114
00050315
00095399
00060584
00090899
00054204
00094659
00080950
00058505
00087999
00063544
00080244
00059614
00059884
00063489
00079168
00066779
00055939
00057807
00063161
00055134
00053965
00054633
00071874
00118611
00102789
00154368
00068140
00143503
00057154
00212723
00342487
00087504
00390281
00264592
00113060
00190442
00337097
00235453
00115640
00352898
00334768
00366349
00427355
00235324
00056194
00308776
00365665
00061460
00133534
00060205
00078179
00055525
00078909
00061309
00079113
00120264
00061994
00053944
00065914
00078264
00056201
00054878
00064054
00055114
00053779
00052195
00054464
00082980
00069050
00049180
00050256
00054521
00053905
00106395
00063670
00057126
00056231
00055514
00056831
00054314
00055525
00054824
00057129
00055419
00076749
00051229
00056041
00057004
00050470
00046744
00050546
00049656
00059259
00049166
00058505
00053345
00058629
00054800
00175299
00052315
00063944
00153493
00058705
00053533
00053060
00057459
00058016
00068029
00050595
00057700
00055751
00054319
00055525
00051374
00057890
00055165
00056001
00061169
00055341
00057315
00052434
00059319
00056146
00066299
00064359
00050174
00047783
00049770
00050684
00057104
00063960
00056473
00049409
00061071
00056470
00050089
00075704
00056568
00053314
00055264
00050521
00056864
00056465
00059265
00054359
00053110
00057884
00041909
00055415
00057824
00086654
00063390
00072609
00052499
00052760
00054444
00084389
00056299
00056789
00052744
00055815
00049725
00074395
00077789
00063649
00058449
00052785
00049950
00056631
00054909
00058130
00078066
00051330
00048499
00048040
00126739
00115759
00048154
00055611
00056990
00054055
00047409
00055209
00052244
00056051
00056059
00057604
00061041
00050781
00064409
00055965
00055814
00055946
00054375
00061900
00058050
00049096
00063276
00046575
00063471
00089792
00062139
00048830
00063026
00051333
00055550
00055169
00051339
00053040
00050010
00065169
00055511
00085519
00083366
00047240
00046400
00051926
00048886
00063935
00053571
00052380
00053839
00049946
00046689
00049730
00047114
00055639
00057829
00056874
00059164
00058178
00049103
00055435
00048384
00055115
00058249
00055919
00074458
00055576
00049446
00048376
00052911
00050001
00055330
00055130
00048194
00050186
00058841
00057199
00057135
00050344
00056126
00054639
00068849
00152923
00070834
00059950
00064694
00081629
00079160
00050195
00111828
00092634
00073274
00173372
00111764
00056580
00052194
00115300
00059523
00065904
00066105
00064408
00053135
00056369
00114273
00062157
00058915
00165766
00057319
00074711
00059255
00073019
00058684
00054855
00058507
00057209
00066684
00055395
00058625
00058429
00056749
00061599
00058800
00054099
00058284
00053531
00072429
00057114
00057175
00057384
00055169
00059089
00070345
00058580
00069154
00055109
00060454
00061291
00057919
00056319
00060400
00051585
00059264
00057125
00075629
00058004
00056169
00056313
00054545
00049430
00049669
00050275
00055914
00056111
00064624
00065083
00053375
00058954
00049735
00079601
00083739
00049325
00051639
00065295
00059365
00051355
00058374
00064914
00055909
00052439
00064449
00057060
00049701
00060994
00066164
00054745
00061296
00058741
00058569
00058014
00056909
00059201
00056590
00055261
00056866
00159818
00059959
00057639
00056730
00064309
00061495
00060164
00057114
00049795
00057514
00050534
00058045
00051430
00066381
00053615
00051815
00058599
00072955
00063215
00058010
00065689
00061738
00058790
00051002
00057255
00063444
00055074
00162184
00058384
00057479
00057430
00056150
00056284
00063044
00065445
00059681
00058394
00060125
00053579
00057589
00056311
00075915
00055640
00057425
00060804
00050194
00054625
00049474
00059124
00059740
00050129
00067424
00056084
00053023
00061279
00133930
00055264
00096348
00054995
00061204
00051459
00061574
00068189
00056524
00056825
00071843
00118854
00067824
00109715
00056315
00087204
00052355
00050279
00049036
00058025
00055465
00077339
00064609
00065844
00058205
00049346
00082929
00059839
00058774
00056109
00058800
00064085
00051879
00056641
00058764
00056199
00058536
00057219
00058668
00065659
00061904
00052684
00050489
00048280
00048319
00059570
00058145
00047244
00052535
00058324
00057000
00055639
00056014
00130884
00055569
00094473
00096569
00088924
00067341
00085010
00070696
00089879
00066879
00066224
00053894
00061685
00056290
00049014
00052021
00056154
00053581
00057857
00056338
00053681
00051436
00057434
00056785
00064073
00059484
00058675
00060179
00114083
00056045
00058584
00057464
00061422
00062343
00053110
00067404
00052389
00058339
00059035
00057355
00081751
00056161
00064083
00055759
00058344
00059201
00057646
00078723
00061204
00056344
00093924
00054349
00059850
00061816
00071731
00051402
00057681
00056978
00051431
00061695
00046690
00058690
00052689
00060524
00055925
00055765
00050714
00044609
00056849
00048189
00063594
00057855
00056621
00062864
00052830
00051454
00052201
00160873
00058419
00066244
00057209
00056809
00060554
00050620
00064610
00066995
00050574
00072115
00066569
00053144
00058446
00056789
00058885
00053004
00069099
00050905
00057161
00061729
00058080
00055155
00049344
00058589
00055711
00057061
00061624
00057490
00072564
00056620
00064265
00058046
00059879
00050909
00056723
00059776
00062325
00049869
00048960
00061905
00081108
00064718
00055679
00059039
00050181
00058590
00053490
00058225
00053529
00058375
00053739
00049939
00170877
00122704
00063379
00058279
00069539
00059374
00057461
00056931
00055931
00058703
00065189
00064364
00057994
00058530
00057949
00060924
00058801
00060157
00059150
00056584
00092544
00081164
00052851
00058024
00057141
00056771
00058206
00053284
00058114
00060949
00060875
00066105
00083384
00065081
00106018
00096854
00069119
00053739
00079429
00055454
00059631
00056970
00087461
00061272
00057305
00054574
00069159
00076079
00059316
00060891
00063420
00051545
00078499
00059889
00069009
00068054
00064901
00056184
00092203
00056005
00059071
00085804
00061826
00058573
00070125
00073330
00096093
00054190
00073649
00050954
00055349
00083044
00055040
00068299
00103769
00053030
00068216
00100839
00060499
00060461
00066365
00050460
00059959
00057554
00049649
00087565
00056344
00082389
00125639
00063263
00062434
00069519
00048095
00118290
00049701
00057854
00080064
00076575
00062584
00101995
00060874
00068384
00060459
00063088
00084194
00059696
00049034
00060554
00063584
00055439
00056379
00058164
00057310
00054970
00085520
00059600
00080200
00067655
00063184
00052526
00174688
00060155
00075549
00089694
00053724
00080663
00058104
00048525
00046395
00057698
00100764
00056934
00076466
00058226
00059914
00058420
00055800
00059410
00075994
00059445
00070929
00070433
00067649
00057145
00071434
00068715
00063587
00084474
00079204
00096719
00059394
00055694
00081944
00059684
00053316
00067159
00057560
00052369
00051284
00055979
00050334
00086765
00086205
